file_name,normalized_transcription
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/60439031c6dce8f8674e555f454976eb71180caf2858f2d0f4d23233d03b8547.wav","yuqori haroratda shisha tezda kengayib, yorilib ketadi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/60d3bcb3650f6982abca83976061060a932b3a329b408013dad573d1fcc560d9.wav","xitoyda koronavirus bilan kasallanganlar soni o'sishni boshladi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/61d4dcde45b60b35e0aeb6dafed686920d39fc4d8b4743ab0081826c27bd6882.wav","shuningdek, xonanda o'zbek noni bilan mehmon qilindi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/6228cf52d422a2d10f32f42084c33fb95f5d92bdbef51db36790f0666e61521b.wav","chotqol marvaridi sayyohlik bazasining nazorat shikoyatini qanoatlantirdi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/618a6373c968c30dba7ba1394be994fa5e67b17c86b43a7d8ac0725b0de53f26.wav","avtomobilning nima sababdan yonib ketganligi hozircha noma'lum"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/60e7bb84903ccef31a9364b1b7a73ff3bc4c673f51e4ae8dec913153ca7fc736.wav","bu haqda shifokor instagram'dagi sahifasida yozib qoldirdi "
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/610dbc417cf0bafec00f3eec99289399dab34d3dc7d92f2f4bfcc6b4883c7179.wav","avtobus jar tubiga qulashdan avval to'nkarilib ketgan"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/613cf114ec22f426ded39cdce71e58e3f4970cb84ec6ece0de4064215e79a732.wav","o'quvchi zeriksa yoki mavzuni tushunmasa to'polon ko'taradi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/62148d9028cb900d32b54d3537b955b7c45b995c6d478c697cfa2260d8c99aad.wav","ular buning uchun ataylab xorogdan dushanbega kelgan"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/60a8593e5742fb48bb458701bcf1731d74eee17ecaba91ee28c43acc63f3e55d.wav","himoyachilar golda bor ayblarini o'zlariga olishlari kerak"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/6087b6495a2e0ca15244ab8eb917d77d78d4edceb0292fc91db85dfeac5df572.wav","faqat fuqarolarning arizalarini pensiya jamg'armasiga olib kelishadi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/610926b7931ad919d58a720bd227595a434b20b4245426245189d573d9c3c114.wav","priyanka esa suratga olish jarayonlariga endi qo'shilgan"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/5ed0a7abdbe178a38755f22ed362c249c56c9e22eb1ca495fb9a49c7228c0177.wav","rossiyalik erkak mashinasini havo sharida osmonga ko'tardi "
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/60ef88e08ff274c52b0afefd3c39dd0344eed8d7734f0bb161ecb2d399e5c182.wav","sariyog'ni eriting va uni pechenyega qo'shib aralashtiring"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/5fa9fd2e9ca158ac636c7d89b4ff429f4b2a1a22ed4cac1c9c1872fedbc51274.wav","bunday hujjat notarial tasdiqdan o'tishi majburiy emas"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/6106732b2b2da30b82ae5551e79a195c25e310529b0640f79aa0d3a87d121035.wav","ispaniyaliklar o'zlarining unvonli jajji go'zallari bilan faxrlanadi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/61c138756313faa6e1a291d47d405eeaeb61183e30f8caca6117d0f84d457b75.wav","qurilish ishlari yaqin vaqt ichida boshlanishi aytilmoqda"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/617c58410bc2d0b594e22eba2ffb82fcc163285acdb642f2b8295ab37d25b061.wav","fotogalereya google street view tomonidan olingan suratlar"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/62083c49efe5f38f74e18ecce119f5798afd705f3f25674972439de1ff1ac0c1.wav","oxirgi oylarda bunday hujumlar almashinuvi qurbonlarsiz kechmoqda"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/5ef0f45be6d8653f1078627d7a96b3718cf016722f5ce335f812987c18d89bc8.wav","politsiya uning o'limini qasddan qotillik sifatida baholadi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/608ca5c59c6ee984ead65ecd7688f14d545edbd8a845ff584524f63c1dd04d79.wav","akademikning nima sababdan vafot etgani ma'lum qilinmagan"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/605f933b68359c978b7ba2a950f693c126aadccb6a71a348ab0767ed2340d370.wav","disney kattalar va bolalarga mo'ljallangan yirik tashkilotdir"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/6153f8a07050e463bac6ce5d29e4edbb04c2c0ae18fc12ea35a8ecaa7a971890.wav","bellashuv bosh hakami esa eronlik alirizo fag'oniy"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/60bf18424e09c95c1d1b1dbec93cd48f11e299e4c06824f07fd9fa9574771eeb.wav","kassa yonida soatlab navbat kutish endi yo'q"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/60cb5cf25d8a930a556639403069e0ea8f28b1b93aade6421dd4289ebbce14e2.wav","biz oddiy ishchi jamoa emasmiz biz oilamiz"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/61d5e92b0fa07b65f48460c7a3a8766dd9736f2080418b7586b733600b33ba84.wav","hukumatimiz aynan shu muammoni hal etishdan manfaatdor"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/613fd3a56976db88423a298bc81648ada6e0a3bd9a9f90040b3dc74288ac3944.wav","taqiqlangan preparatlarni ular doktor mark bonardan olgan"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/61037cc50c2cb124b1e5c1251b7ca2f7738c97cbd39a0a2dc947e3bb673ee3e3.wav","bin hammam ijroiya qo'mitasi a'zolaridan biri bo'lgan"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/631269cbf62026503670b4b5136b5a7ef523b8c4d03e8e8a1ae6cb1d2c803bfe.wav","shunday vaqtlarda sut mahsulotini ratsiondan chiqarish lozim"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/62ff4df0d44b1a945241d6aeaa4a8a418610c389b1b05e7e313b27ccacd5bc41.wav","majmuadagi ko'plab xonadonlar allaqachon o'z egasini topgan"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/61b1e2b2badc61ff1f49c1b48b72dc7dffe1cbeb219a5ade2fe8434b3ec1f2a3.wav","putin va erdo'g'on suriyadagi vaziyatni muhokama qildi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/605b7b731d92a5f66433d9e2d9e3f730273e13499d11b8186941389b2273b4c8.wav","akulaning bu turi odamlar uchun xavfli emas"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/5acdca17ef328fc2a6366535997e2fd8d5722a239d43b450fbddfc0a31d480ea.wav","chormaqom shashmaqomdan faqat soni bilan farq qiladimi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/5f64833a46a48bec26fb92bab334029a09640e5ea27fea8ca1feab44cc99d243.wav","odatdagidek, qandaydir mavzuda matn yozishimiz kerak edi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/618a963f69986e7256a968116e880fa19c21deac15afd5fd75529b15b2a6da91.wav","avstraliyada noma'lum kimsa avtobus haydovchisini yoqib yubordi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/6213c81ba9f30906a2c607eda6b77521e23b07fc8212436afe36f30ed3b29b87.wav","o'z yo'limda o'rgangan bilimlar bilan bo'lishishni istaymanmi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/62e89ad1c86faf56380eab530053173bd14f2f8c0322e4a224c9013ce6c4a6c3.wav","bu vaqtda aholi uyda o'tirish tartibida edi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/62f309e9bc2b52b8c9d275c3ef91222ebadd6690a437ee0bad5cee673bba66a5.wav","bu haqda vazirlik axborot xizmati xabar berdi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/63192c31911168b5dee9c51b3f5ece19a9acd093eacf91a1c720bee3a8a201fc.wav","mazkur bahsda sardor rashidov to'liq harakat qildi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/5f71e0d5450a063dcbb1b8a8d4cbf9c98fbdafb3ad321430de61184bd608fd3f.wav","respublikadagi bozorlarning eng ko'pi toshkent shahrida joylashgan"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/61df3983bcdc2a5080c187943ca2572bed0e846cd0484043ec03bdb14d92cbd2.wav","mo'ynoqqa osmondan shar shaklidagi metall jism tushdi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/604889f5d9a7914d7373dc9aa2644bd8ed0e97522c321f7921ad8907ba0cb0b7.wav","toshkent shahrida ozarbayjon madaniyat markazi faoliyat yuritadi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/61d00a198652e303ab696114a33890fe0283d292ea8f8b15a979fd86ef5ea576.wav","avariya sababchisiga bir nechta ayblov e'lon qilingan"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/615edf77d093ffec347af85f82212e91125f579135ae1e53f990894d63fc8fee.wav","test bobur she'rlaridagi tushib qolgan so'zlarni toping"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/62fc2816c44002e3c8531e20ac2fe04b4faae2797dbf8ed625addf3177689be1.wav","o'lmas esa do'stining yuzida shish ko'rganini aytdi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/62009beb9874adf95fa7b26da9044cca0655a04598b1f8dab9b906c41c2b2909.wav","qozoqlarga chetdan hech kim ulkan hududni bermagan"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/603cfff79a776c067c39c69a08d79946bdad22be9f775d16dedb433f419e8b21.wav","dashaning qiziga boquvchisini yo'qotgani sababli pensiya tayinlandi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/59940f087b28cea3f2f65857d7bcec4dc84cef01fb1274bd62ab44fda96d4211.wav","afg'onistonda yashayotgan o'zbeklar uchun ko'pgina sharoitlar yaratilgan"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/5f12d1760da2036c2b047fecc1d4d57ab13a65b6301c98b8871a0d0f5205c342.wav","bunday idishda ular ikki oygacha yaxshi saqlanadi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/6298ec2207e8f364be0f613985e5053ef58ccd93fc2190b19a5dcecc0d204149.wav","hatto o'sha to'qqizinchi raundda ham g'alabamga ishongandim"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/6207e3a37acd3e4a138453d2bdd05c5ecb8e03b863bdb3969b388600a7b1d786.wav","qirg'iziston prezidenti saylovida sadir japarov g'alaba qozonmoqda"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/6283e35cd0a42fc9d2a1ddfeb6981831a14621cb5fcc05d0d00ec4c522dd5cd4.wav","forma kiygan bolaning ma'naviyati o'zgaradi, ma'rifati o'zgaradi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/6299c00d65e1ed382abcc307319c4bea7aa67991900bcc5de65557f35016cf6c.wav","buning uchun, avvalo, namlik darajasini me'yorlashtirish kerak"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/61bae164b47c4897907fed781dc9d57c702b94b912394b3165203baa701b066b.wav","gonkongda norozilik namoyishlari iyun oyidan beri to'xtamayapti"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/63786897d4d999c47d6ac74aad7ff3e030fe6a1bd921c67f6a87e6eb7f57fb6e.wav","pasportimizni o'sha yerdagi oshxonaga o'rnatilgan kserokopiyada nusxalatdik"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/62c8a3ff359af6e3718f28721a051cf0d74dbaa6654937ed8699a219355c89e1.wav","aslida uni jahon bozori deyilsa to'g'riroq bo'ladi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/6326d8102e5406505092b1aa8721edb3e6a9d0b776c41a150d5e99785d25600f.wav","parlamentlararo forumning ikkita qo'shma majlisi bo'lib o'tgan"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/61f0f0aeffe2860a1dabda5b4aa2b64ebfcf9c492fc02fd7285a8d97ec5e1cc5.wav","texas osmonida birdaniga ikkita quyosh namoyon bo'ldi "
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/5f4bcce5d81e33a7776f3d5bdd369c5ecd11ffaa6fa191991cecc69bdd4793d0.wav","chempionatga sentabr oyining dastlabki kunlarida start beriladi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/63ab86f4cd46b945e7c7ac1d8a05d40020cd5ad49185076ba26bf48ec35ba7fa.wav","xodimlar butun qrim bo'ylab xonadonlarga bostirib kirdi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/6334f7548936ffe5d66cc144fb90a121b66db70d4158ef7c6ac2705dc51cb0af.wav","shahzoda o'qigan kitobi haqida hikoya qilib berdi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/62abce7db443b47bf129462ec41d1b32c98d088cdb8351f8170e2f853eec39dc.wav","u yerda qizga do'konda sotuvchilik qilishi aytilgan"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/6403886a2e4aebb31eb07add5ba65096676af552dd8909cc7f449c5e74b64ef2.wav","barcha shartlar bajarilgan bo'lsa, albatta, viza beriladi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/637c6fe30e391d696f1a0cf4a1ec9ea36db615d1632ab7e8be2d4c51fd6a31e1.wav","manbada shartnomaning shartlari, qiymati haqida ma'lumot berilmagan"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/649f5b5218fa180d6eb1830c10485c7f1c7862f4fd6208c4d7a08e7bdca09c7b.wav","aytilishicha, obidiy ilgari britaniya politsiyasi e'tiboriga tushgan"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/659c93b82d5bc0627de9970c9a31365d30f69736e6e7851d8e6a4d4eb62ca501.wav","komadagi mixael shumaxer ovozga reaksiya bildirishni boshladi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/6592163ad94b9f66aa50ed78cb08a9e6961510a6aef9462fe901788829b95067.wav","biroq u qo'llanilgan jazo choralaridan xulosa chiqarmagan"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/63bea77143690874e8e759fe61d827dea4d752c5dddff820c52cd4fb97d58244.wav","hududiy ma'muriyatlarning roli faqat dastlabki bosqichda yuqoridir"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/64c0a6314fa5fbdb73f58d54d33953ef18b5887ad7e31c11cd8507128d81d247.wav","qurbonlarning qolgani qayerda vafot etganiga aniqlik kiritilmagan"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/65695c273fa9e0a3cc9762407f25cf0ebe148ad96b713020c53e00741be00cd4.wav","majlisdan quruq ketmanglar, yelkalaringda mas'uliyat bilan ketinglar"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/639ff3ba6e1f806b3a7925471e1f8f121f7ae4eccd5db75b426051d6d62c3586.wav","bundan esa o'zbekistonlik raketka ustasi foydalanib qoldi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/65c107200c4bb3b11b95582bffabe9d39b982960a7fa9bd329bcf1989598cd8d.wav","ular voqea qanday yuz berganidan bexabarligini aytishdi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/6554898f3840df5761d337f9ddc8a315d2f58083b69c2e7664e543c2f646eba6.wav","buxoroning tarixiy qismida hunarmandlar mavzesi paydo bo'ladi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/65144bbbaa0267fa99e9eaa0cb92d19a94c0f98f502787716a8f08d626ebe85c.wav","o'zbekiston delegatsiyasi sankt-peterburgdagi biznes-forumda qatnashdi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/63a6cf1f7fffc6a8feca86e50ab780e2602bdcabd26b7cd58ed0aebaae49176c.wav","rasmiy olib qaraganda uni oxirgi iste'molchi to'laydi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/6391cea5ec73206da4b5606894ddd89f0cae04749818e57dfef68b8743517f95.wav","koson hokimi xizmat avtomobilini yangilayotganiga izoh berdi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/61c5524c9131d33e5017803f2a9b75b19a616a158565b88c903b899d0fcd1662.wav","bu haqda qo'shma shtatlarning o'zbekistondagi elchixonasi ogohlantirdi "
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/64e9b92c4f9f22fe4c24e9f4beefdb30f1fc228ef7ce0a77d7b303b9c7017349.wav","buning umuman rossiya federatsiyasi prezidentiga aloqasi yo'q"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/654a3f76792d7dbc2c7e03a68eb85ee3e36c34a0b98b579fe3cec4c8d7c894ec.wav","bu haqda u twitter'dagi sahifasida ma'lum qilgan"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/65c49aba0835fdf4f0218f55f50383b2a33feecb6df25022eb88a0477e060a4b.wav","yoel bilan muzokaralarda hech qanday g'ayritabiiylik bo'lmadi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/650641b4fb0cf33407987592dcef51e764146b151d6e83e1e7e7c45f960296ef.wav","koronavirus butun dunyoga hujum qilishda davom etmoqda"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/65165f393340a7d0b9645d76e92a791e4a8544842d76a28ff30f59f5b5178319.wav","hudud yopiq bo'lishi, tugmali domofonlar o'rnatilishi lozim"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/6540457a059c41af2a8ff9e8109352c101b2ed90f3786e463661907733abe387.wav","ammo uning boshqa muammolari ham bor edi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/64550241a341f68056ae067c7839f4204cdd80586fe3ebbdf7e6cf48f1adda45.wav","futbolchini esa ruhan sindirib qo'yish kerak emas"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/6549ebc6133a082d692441129c9498ad4d94bf16e92bcef47ae274873fa50671.wav","turkmaniston poytaxtida nonga uzun navbatlar yuzaga kelmoqda"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/64be6b6971baa5a32f941ae6c302edbd1658f0929e6983fbe0430d49c8392741.wav","jizzaxlik erkak mastlikda ukasining umriga zomin bo'ldi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/64fe5808d63635691a8fc33da6ec4fddcafa0ae9aeab6c31440e864ba0cbde65.wav","unga kuchli shamol va yomg'ir hamrohlik qilmoqda"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/65b92a7d17708329b965b9487990b037f2dc985fa43f3460535c7680483ff958.wav","holat yuzasidan jinoyat ishi qo'zg'atilib, sh.a"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/65e795f37720d85efd9200524f7f29728b7ffd59e1b40bba54900421b8024aea.wav","kattaroq rahbarlar ham aralashgan edi bu ishga"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/65e799e9e2285ae211387741e91518c731cb2ec389aee7352fb36e2f2fe339e9.wav","internetda minglab chiroyli va hayratlanarli fotosuratlar bor"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/6226e5d9cb9e60580a640d06f19a077e80159e80efa4f665f5765a6661d0619c.wav","bu yerga kelganimga endigina bir oy bo'ldi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/6541fac6bfdbe5173547b7f1ed215817772fc64eaf3a9c3f365dd9b4d9320fec.wav","ya'ni hukumat tomonidan ham vaziyat to'g'rilab qo'yildi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/65c7733a2c010d215296ddd3919c05029a0ae61092f129dab3a10d3137719d64.wav","bunday taklifni esa ayrim qonunshunoslar ham olqishlamoqda"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/63a5201a4934c8b9af47a111465ef8867b54fb79f2965aa9595d77798f963596.wav","ajoyib ta'mga ega tatarcha echpochmak yeguligini tayyorlaymiz"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/633418097d24e54fb5ab4f3f202d12679f420bad14815e66b98c1c365315361d.wav","anqara amerikaliklarga turkiyaga kirish vizasini berishni to'xtatdi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/63cb11ca0cb33273a429aafe7cb13230ac66633e565d6839108328e5e3db256c.wav","undan keyingi odam esa xeydi gofort edi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/661c258979d816de87656197a57126ee832464be2f1026473c3d854ac2960204.wav","terrorizmga qarshi kurashish esa ustuvor vazifa hisoblanadi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/5d50c50da24b162e4a59b95cd81676edce0ad1800362efc28216c091fd5efc03.wav","bularning hammasi behuda tushib qolgan daqiqalar hisoblanadi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/632ad10cf630d48c2006318aba4b3abd5b2a4944a1805e6bda0ce8ff321560bf.wav","bu kimdadir hasad tuyg'usini uyg'otadi deb o'ylamayman"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/6562e74bf1fb0b1dd5c75ac7d2efe0c04ffe187baf059bcb6fd3dd4918f1f73e.wav","yunusobod tumanida metro qurish loyihasi davom etmoqda"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/65e9040d3208606eb5022157ca09c277e71dbb66a4a1c79d57020c3a83e2ce4e.wav","yevropa ligasida yarim final juftliklari ma'lum bo'ldi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/66852201170c8294d5cc02d51838cca4bf792baf4a17ce03368ac44e234006bc.wav","litsenziyalar bekor bo'lyapti bu bizga nima beradi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/65de2e7b0333e12247d8f8aa3e1c14b7475047372f8835fb575aa078944bb72d.wav","yong'in xavfsizligi bosh boshqarmasi o'zbekistonliklarni xavfdan ogohlantirmoqda"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/6649cfce0224efc3317df122f155a2ae06a59a3281db071c53d2211a7792fac2.wav","oqqonga chalingan solihabonu saxovatli insonlar ko'magiga muhtoj"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/62cb837c55631266a6fceae246bb96acec4fb8d7cd38d5e6d9242f2c71b66142.wav","o'zbekiston hukumati belarus respublikasiga insonparvarlik yordami yubordi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/640bb5bde780401bdb1a23552bed4d70856ae4ff0367e17ed0f8c621f7f13a0f.wav","u yiliga milliondan ortiq yo'lovchiga xizmat ko'rsatadi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/660f45fcbaebbded07119ff1002723e4543537626c23b6bc0be71bb144deba18.wav","qirg'iziston o'zbekiston sabab qoramol eksportini cheklashi mumkin"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/661db4e4ffcd38a2bf1605a2613189b7e801c6ca93bbc61d434c0eff3a1a90f0.wav","yaqinda toshkentda ushbu zamonaviy dargoh foydalanishga topshirildi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/65dcde25500a7656e2030d555863946d928a5162deeb94a1645a47d5248546a1.wav","u itni videoga olib, ijtimoiy tarmoqlarga joylashtirgan"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/65a5af793ba6ef419c2294efecdacf044076dfa2dee141b22ec5ed3d44c303ed.wav","bularning barchasi bir necha milliard dollar turadi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/657d8186111ec04f11b180d12053099355c9acc29ab9c7df33cd45d37cfa7963.wav","turkiyaga kelin bo'lgan o'zbek shou-biznesi vakillari"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/641e23f195ac303239ddd7b0c837d86999eb13484b7e1dbf93953247f2a96aa7.wav","bunday majlislar saudiya arabistonida ilgari ham o'tkazilgan"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/61cdbfd271387f76ab5714b8876c675d0e179e40ec6cb05f9fa5982cfefac1d3.wav","hozircha aniq qaror yo'q, fuqarolarining takliflarini o'rganamiz"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/64d361db7e9bd0084048a6d8031bf2250f74c195986a844716267797888c2925.wav","yana bir sherigi baxtsiz hodisa joyida qolgan"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/634d98b9b61a9911b54ef1dc77b784d007e7a4d54dd67ddb53c0de5277dbab9e.wav","singapurda dunyodagi birinchi haydovchisiz taksi ishga tushirildi "
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/641c5cebce9c55c75e3581339040576893bfbada162b13821a3e7bca71ac54da.wav","g'olib jamoa qit'alararo pley-off uchrashuvlarida qatnashadi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/678720d2ec83348a9797aad565dc6e68d287c5c54d1704366eeabd56525416c8.wav","tarona yaratishda qaysi mezonlarga alohida e'tibor qaratasiz"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/66d46cfc6c025ffd017072189f0c74540028f049624fec9d7c2c74d1958712bf.wav","ko'p miqdorda xarid qilib, xitoyga jo'natishlarini bildirdi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/651952965b89d6366f2776aa38e4bd0ecdff92b16a287c5cd5a9dd7e1a45292f.wav","davlat rahbarlari dastlab tor doirada muzokara o'tkazdi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/6717386dce5f67b33e1564f5c599448ae94c47c7d0e02d71799195c7331b062b.wav","bundan tashqari, mazkur jonivorlar yanada chidamliroq bo'ldi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/66689a97a4a6305780f18f18f9eeb1562b1ff0e807d40fa627438ba0589079a1.wav","avtobus yo'l chetida to'xtaganida ko'chish sodir bo'lgan"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/65709928c483acbb7357692aa4cc6fe37cb5bde279130a6592c037002eaae92f.wav","dunyoda yangi koronavirus keltirib chiqargan pandemiya kuchaymoqda"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/653223c1224ef1c29c332c9ac533b4aebc9171a8f552372aa9df74516c3d23d1.wav","uni iste'mol sodasi bilan aralashtirishingiz ham mumkin"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/638d513237db515dc598bdfca1810e83cfb476b2396ca4284f414a1ce4fca97d.wav","ekzotikni hayvonlar bilan shafqatsiz munosabatda bo'lganlikda ayblashgan"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/65bf98e42dcd40268f598baf7a550822d35e25f736f76c7dcdc8caf55d7fce11.wav","yashnobodda joylashgan ovqatlanish shoxobchasida yong'in sodir bo'ldi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/6639b2765f9dbd6548ebaad51ec00aa2fa5aaa0fd5a9c039c0d23a9934e2b434.wav","avtosalonlar takliflari uchun maxsus bo'lim ishlab chiqilgan"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/667271c89324b226cafe2c7fa455e8226bf7c3a2bb52f3a3b844343e9abb9f88.wav","avtobuslar haydovchilariga salonda chekish taqiqlanganligi qayd etildi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/6331d7bb6e6be8ef6932083656e8fe98328e8a92c3b29f91c19d9ad8ac799b90.wav","kislorod va azotning miqdori nisbatan kam bo'lgan"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/6763efa384f588bb4ab4cff112794c3c84f90b12978ddb541a9a11ddbc8a281e.wav","irlandiyada oqqush xo'jayinining ko'z o'ngida itni o'ldirdi"
"6a167ed8-bdd1-4b77-b923-4aafdd57752a/6494ef0232cb1f6c5d3a31f3e74231cb0ab2549f8541bdeed7427ab3ccdfa145.wav","samsung yangi reklamasida iphone displeyini masxara qildi"
